month,validator,consensus_income,execution_income
2022-07-01,10.0,188.76792561179997,0.0
2022-07-01,11.0,175.43188393621003,0.0
2022-07-01,12.0,140.8802323714,0.0
2022-07-01,13.0,256.93616688553,0.0
2022-07-01,14.0,140.90417517874,0.0
2022-07-01,15.0,141.01413722043,0.0
2022-07-01,16.0,140.8151577427,0.0
2022-07-01,17.0,140.6652747001,0.0
2022-07-01,18.0,192.46871125001002,0.0
2022-07-01,19.0,140.91354573233,0.0
2022-07-01,20.0,131.50686939817004,0.0
2022-07-01,21.0,140.86827491668996,0.0
2022-07-01,22.0,131.70677204643,0.0
2022-07-01,23.0,139.91219937422002,0.0
2022-07-01,24.0,140.89510641285997,0.0
2022-07-01,25.0,189.77433657951002,0.0
2022-07-01,26.0,131.88336744667998,0.0
2022-07-01,27.0,141.11838138219997,0.0
2022-07-01,28.0,141.06827724506002,0.0
2022-07-01,29.0,140.98015154572002,0.0
2022-07-01,30.0,270.56903878712995,0.0
2022-07-01,31.0,261.4518980727199,0.0
2022-07-01,32.0,224.55921608406007,0.0
2022-08-01,0.0,241.73768317889997,0.0
2022-08-01,1.0,504.08995226847975,0.0
2022-08-01,2.0,191.51906895355003,0.0
2022-08-01,3.0,191.39231342319,0.0
2022-08-01,4.0,191.43390345946995,0.0
2022-08-01,5.0,290.95106982573,0.0
2022-08-01,6.0,281.77130999418995,0.0
2022-08-01,7.0,191.74262742932,0.0
2022-08-01,9.0,176.82869849628995,0.0
2022-08-01,10.0,191.42269757820998,0.0
2022-08-01,11.0,191.73680324823002,0.0
2022-08-01,12.0,191.46552289358004,0.0
2022-08-01,13.0,291.56947264923997,0.0
2022-08-01,14.0,339.55097306461994,0.0
2022-08-01,15.0,191.44209487703998,0.0
2022-08-01,16.0,191.73513094566005,0.0
2022-08-01,17.0,191.60705748304997,0.0
2022-08-01,18.0,191.54000665035002,0.0
2022-08-01,19.0,235.0580452027,0.0
2022-08-01,20.0,191.54980188545002,0.0
2022-08-01,21.0,191.56173747241002,0.0
2022-08-01,22.0,191.44470973849997,0.0
2022-08-01,23.0,380.8170032325201,0.0
2022-08-01,24.0,246.95721595363997,0.0
2022-08-01,25.0,191.59600338562004,0.0
2022-08-01,26.0,191.21532772297004,0.0
2022-08-01,27.0,238.16789694564997,0.0
2022-08-01,28.0,239.36670249035998,0.0
2022-08-01,29.0,400.02895937961995,0.0
2022-08-01,30.0,191.57524931046999,0.0
2022-08-01,31.0,191.44938636851998,0.0
2022-08-01,32.0,190.38950320066,0.0
2022-09-01,0.0,144.30321926063002,0.0
2022-09-01,1.0,193.98789030952,0.0
2022-09-01,2.0,144.37593210129998,0.0
2022-09-01,3.0,144.51986368714995,0.0
2022-09-01,4.0,238.80102715121,0.0
2022-09-01,5.0,144.14320362591,0.0
2022-09-01,6.0,143.15378426174001,0.0
2022-09-01,7.0,143.01161576831004,0.0
2022-09-01,9.0,127.61059172841999,0.0
2022-09-01,10.0,144.33106539563002,0.0
2022-09-01,11.0,296.00874811053995,0.0
2022-09-01,12.0,144.10532188384,0.0
2022-09-01,13.0,409.72922403730007,61.00469608401336
2022-09-01,14.0,190.46517539701,0.0
2022-09-01,15.0,232.00602174913004,15.266427916427443
2022-09-01,16.0,144.10751502359,0.0
2022-09-01,17.0,144.06470109727002,0.0
2022-09-01,18.0,143.99773574214,0.0
2022-09-01,19.0,182.40315212672996,35.38581497797022
2022-09-01,20.0,181.33084770852,41.69373708274912
2022-09-01,21.0,144.25657740401002,0.0
2022-09-01,22.0,141.99927853038,0.0
2022-09-01,23.0,182.57106858876003,22.498816179460377
2022-09-01,24.0,144.22294607069003,0.0
2022-09-01,25.0,143.92377593928,0.0
2022-09-01,26.0,142.22196818392,0.0
2022-09-01,27.0,182.49300661201002,32.00298898096276
2022-09-01,28.0,143.90357142110003,0.0
2022-09-01,29.0,144.10380070681995,0.0
2022-09-01,30.0,229.49047928879006,6.081821866390766
2022-09-01,31.0,141.74566888274,0.0
2022-09-01,32.0,141.74594686091,0.0
2022-10-01,0.0,174.46216620139,36.244414466621464
2022-10-01,1.0,134.27103935210997,0.0
2022-10-01,2.0,134.1180859245,0.0
2022-10-01,3.0,171.78893286806004,201.86210756822567
2022-10-01,4.0,217.96041235293004,99.76930743897294
2022-10-01,5.0,134.35291509983,0.0
2022-10-01,6.0,133.93074678629998,0.0
2022-10-01,7.0,173.94858344794,31.135089263386934
2022-10-01,9.0,207.1767357529,84.28367947142905
2022-10-01,10.0,218.85320969638002,34.677855484099624
2022-10-01,11.0,134.55637060705,0.0
2022-10-01,12.0,134.59390159264998,0.0
2022-10-01,13.0,211.12339337234005,168.1310761325409
2022-10-01,14.0,174.23781039405003,59.59991020652384
2022-10-01,15.0,134.22090756469,0.0
2022-10-01,16.0,134.49549064732003,0.0
2022-10-01,17.0,220.89069421539998,60.16951661476093
2022-10-01,18.0,173.96910189780002,108.73542466514657
2022-10-01,19.0,134.11377955832,0.0
2022-10-01,20.0,171.84876047008004,23.848568484650528
2022-10-01,21.0,134.23293716652,0.0
2022-10-01,22.0,172.62362934186,58.51587079046199
2022-10-01,23.0,123.56908083857999,0.0
2022-10-01,24.0,134.24471467089003,0.0
2022-10-01,25.0,172.47087436902,28.600405619613138
2022-10-01,26.0,133.42464170123998,0.0
2022-10-01,27.0,134.55142538598,0.0
2022-10-01,28.0,276.12037170423,0.0
2022-10-01,29.0,134.39190734076,0.0
2022-10-01,30.0,134.30202231374,0.0
2022-10-01,31.0,172.83513213964,146.7356246952551
2022-10-01,32.0,82.10390186949,2.772832249083551
2022-11-01,0.0,130.53729545957,0.0
2022-11-01,1.0,130.7777900527,0.0
2022-11-01,2.0,130.60578898178,0.0
2022-11-01,3.0,130.50970823503,0.0
2022-11-01,4.0,130.85030114789,0.0
2022-11-01,5.0,118.36046801516999,0.0
2022-11-01,6.0,130.12486950198002,0.0
2022-11-01,7.0,131.18970520396002,0.0
2022-11-01,9.0,123.78035796674999,0.0
2022-11-01,10.0,118.37347446397003,0.0
2022-11-01,11.0,155.52733651178002,6.20706425177764
2022-11-01,12.0,154.40507993536997,0.8108222455891804
2022-11-01,13.0,154.07324330633003,0.8425888203280484
2022-11-01,14.0,118.38989289697,0.0
2022-11-01,15.0,155.81816925720995,3.604319481270901
2022-11-01,16.0,151.18710293802002,1.186471730704119
2022-11-01,17.0,118.57310796875,0.0
2022-11-01,18.0,183.97536793614006,21.143073885804682
2022-11-01,19.0,118.25361128577,0.0
2022-11-01,20.0,130.05444209467996,0.0
2022-11-01,21.0,118.48357329768996,0.0
2022-11-01,22.0,337.49122517635993,67.58582370422315
2022-11-01,23.0,118.47064688610004,0.0
2022-11-01,24.0,156.28765155097,2.6712010863817506
2022-11-01,25.0,151.30560166787006,45.04551815327725
2022-11-01,26.0,166.35214378346,115.55322933963599
2022-11-01,27.0,163.94508623987002,5.061589459099881
2022-11-01,28.0,126.39746649313997,0.0
2022-11-01,29.0,153.04786573329,11.76546235779561
2022-11-01,30.0,154.58874381583001,13.105254027426371
2022-11-01,31.0,129.95540496109,0.0
2022-11-01,32.0,69.59727144248998,0.0
2022-12-01,0.0,155.53959006039,71.29458656336776
2022-12-01,1.0,116.26989482124002,0.0
2022-12-01,2.0,116.17193792071996,0.0
2022-12-01,3.0,155.45597903006004,35.13335831229218
2022-12-01,4.0,154.22450598373,44.41634566164082
2022-12-01,5.0,146.15114855181002,9.471429332703597
2022-12-01,6.0,115.49261365192,0.0
2022-12-01,7.0,153.58426009735,29.74142645360748
2022-12-01,9.0,103.32818752528,0.0
2022-12-01,10.0,107.09328266275999,0.0
2022-12-01,11.0,106.74267114942,0.0
2022-12-01,12.0,107.09331503364002,0.0
2022-12-01,13.0,144.72951201759,9.488192425862465
2022-12-01,14.0,165.40696821791,0.0
2022-12-01,15.0,107.09122711772001,0.0
2022-12-01,16.0,107.14675993994001,0.0
2022-12-01,17.0,106.96868353561999,0.0
2022-12-01,18.0,146.40347014986,2.3306105500014422
2022-12-01,19.0,106.75699785821004,0.0
2022-12-01,20.0,116.12157868916998,0.0
2022-12-01,21.0,146.03691283595006,22.263593322049008
2022-12-01,22.0,191.05723155837998,50.511301601805954
2022-12-01,23.0,108.16531115087999,0.0
2022-12-01,24.0,106.83150101124998,0.0
2022-12-01,25.0,146.06613732038005,21.85781572208772
2022-12-01,26.0,115.87247669425997,0.0
2022-12-01,27.0,106.99925886487001,0.0
2022-12-01,28.0,113.79607395397,0.0
2022-12-01,29.0,107.00355149765998,0.0
2022-12-01,30.0,106.90068499325997,0.0
2022-12-01,31.0,115.71415265580998,0.0
2022-12-01,32.0,81.18267358186002,0.0
2023-01-01,0.0,175.92333739103,27.637917943288702
2023-01-01,1.0,224.96091894609003,60.801294611185654
2023-01-01,2.0,136.50531808830004,0.0
2023-01-01,3.0,136.33487840246,0.0
2023-01-01,4.0,175.85992442493003,22.01660031848522
2023-01-01,5.0,185.69465933502002,7.6167130519657285
2023-01-01,6.0,185.15308902292995,48.92220850598483
2023-01-01,7.0,101.59094256281996,0.0
2023-01-01,9.0,124.12069228528998,0.0
2023-01-01,10.0,136.73550334491998,0.0
2023-01-01,11.0,136.77230183704,0.0
2023-01-01,12.0,136.71886093669002,0.0
2023-01-01,13.0,187.92237992593002,12.609421750545891
2023-01-01,14.0,271.67368659325,3.5417706017096022
2023-01-01,15.0,136.94244826471,0.0
2023-01-01,16.0,136.6577280554,0.0
2023-01-01,17.0,188.89468642850002,11.858110746254356
2023-01-01,18.0,136.46713305714,0.0
2023-01-01,19.0,136.65413110981,0.0
2023-01-01,20.0,133.1743119446,0.0
2023-01-01,21.0,182.24928538831003,7.087711819352364
2023-01-01,22.0,133.4143211202,0.0
2023-01-01,23.0,128.48799685444,0.0
2023-01-01,24.0,136.81860999743,0.0
2023-01-01,25.0,185.81542971088,25.65584114284429
2023-01-01,26.0,133.43236840058003,0.0
2023-01-01,27.0,176.31730185525998,9.428666471667944
2023-01-01,28.0,136.76306363251,0.0
2023-01-01,29.0,136.65992351944996,0.0
2023-01-01,30.0,136.70105510705,0.0
2023-01-01,31.0,133.22384057319005,0.0
2023-01-01,32.0,177.62715872001007,27.874433731522625
2023-02-01,0.0,149.14587569629003,0.0
2023-02-01,1.0,397.81318843263995,139.03591621500965
2023-02-01,2.0,255.09361820412,94.1447034841816
2023-02-01,3.0,149.09603103952998,0.0
2023-02-01,4.0,149.03136586591998,0.0
2023-02-01,5.0,197.59394660078,10.203274652561085
2023-02-01,6.0,201.28537058209,33.11844607616168
2023-02-01,7.0,94.95230837745002,0.0
2023-02-01,9.0,140.58224387510998,0.0
2023-02-01,10.0,149.19021043910996,0.0
2023-02-01,11.0,149.13001890015,0.0
2023-02-01,12.0,149.04653831477998,0.0
2023-02-01,13.0,149.02916951288,0.0
2023-02-01,14.0,202.20176344961,8.683257391315577
2023-02-01,15.0,148.68594903627002,0.0
2023-02-01,16.0,149.32407049033,0.0
2023-02-01,17.0,149.06870972922,0.0
2023-02-01,18.0,197.82287859634005,2.843069698077727
2023-02-01,19.0,203.10427032268004,7.355775746727608
2023-02-01,20.0,148.81689766174,0.0
2023-02-01,21.0,149.04697617154002,0.0
2023-02-01,22.0,148.96069911293003,0.0
2023-02-01,23.0,136.54096112776998,0.0
2023-02-01,24.0,253.61090062792,8.767588992283065
2023-02-01,25.0,149.52025288342003,0.0
2023-02-01,26.0,149.08422787205998,0.0
2023-02-01,27.0,149.05078338771003,0.0
2023-02-01,28.0,149.47357129405998,0.0
2023-02-01,29.0,149.27143750378,0.0
2023-02-01,30.0,148.98336291376003,0.0
2023-02-01,31.0,201.53354502427004,94.90923731421373
2023-02-01,32.0,94.24422932517997,0.0
2023-03-01,0.0,148.16357657683002,0.0
2023-03-01,1.0,148.37202811414,0.0
2023-03-01,2.0,148.11997380838997,0.0
2023-03-01,3.0,148.43252748198,0.0
2023-03-01,4.0,148.31900403038998,0.0
2023-03-01,5.0,149.10615706894,0.0
2023-03-01,6.0,120.85250341724999,0.0
2023-03-01,7.0,206.91269077977992,39.366321992792884
2023-03-01,9.0,133.04748283029,0.0
2023-03-01,10.0,149.05287036569,0.0
2023-03-01,11.0,206.09071365124998,11.882857585902537
2023-03-01,12.0,148.62024001782004,0.0
2023-03-01,13.0,148.48754794879,0.0
2023-03-01,14.0,148.68994455359,0.0
2023-03-01,15.0,372.10484553076014,0.0
2023-03-01,16.0,207.96490706301006,3.2682890641474702
2023-03-01,17.0,206.82702151881,4.44083498584109
2023-03-01,18.0,195.67934168955998,3.239914814434569
2023-03-01,19.0,207.35913375411,5.39084237804077
2023-03-01,20.0,206.71283919778998,54.24631995205009
2023-03-01,21.0,148.82704661777996,0.0
2023-03-01,22.0,148.47817167331002,0.0
2023-03-01,23.0,120.37139314182,0.0
2023-03-01,24.0,148.97671812501,0.0
2023-03-01,25.0,148.54615299533995,0.0
2023-03-01,26.0,148.15820259234002,0.0
2023-03-01,27.0,149.00976290710003,0.0
2023-03-01,28.0,147.76967878414,0.0
2023-03-01,29.0,148.72120452329,0.0
2023-03-01,30.0,206.73364675221998,7.909503664995362
2023-03-01,31.0,148.39989555209,0.0
2023-03-01,32.0,148.32417950658999,26.192604216663344
2023-04-01,0.0,148.98085632496,0.0
2023-04-01,1.0,149.88232200072,0.0
2023-04-01,2.0,149.86665192344,0.0
2023-04-01,3.0,149.23195854838002,0.0
2023-04-01,4.0,150.00483449537,0.0
2023-04-01,5.0,148.17671382103003,0.0
2023-04-01,6.0,160.19417093366,0.0
2023-04-01,7.0,161.69122213936998,0.0
2023-04-01,9.0,144.92524758714,0.0
2023-04-01,10.0,210.07076898908002,44.9336660542883
2023-04-01,11.0,148.83384188559998,0.0
2023-04-01,12.0,148.89536188007003,0.0
2023-04-01,13.0,212.1172115852101,20.075341967111775
2023-04-01,14.0,202.82821759737,47.91341307509267
2023-04-01,15.0,208.40493916065003,4.6638678718218065
2023-04-01,16.0,148.37148923349997,0.0
2023-04-01,17.0,148.54669245377,0.0
2023-04-01,18.0,148.74397094446,0.0
2023-04-01,19.0,214.03975349209998,48.12423050694604
2023-04-01,20.0,148.49051838575002,0.0
2023-04-01,21.0,148.64140021948,0.0
2023-04-01,22.0,212.24639747711,121.52307926553752
2023-04-01,23.0,127.70493822332003,0.0
2023-04-01,24.0,148.49021439055002,0.0
2023-04-01,25.0,148.82392658372,0.0
2023-04-01,26.0,148.65651971467,0.0
2023-04-01,27.0,148.75555715795002,0.0
2023-04-01,28.0,159.28653817589,0.0
2023-04-01,29.0,148.55816380660005,0.0
2023-04-01,30.0,148.71162125425,0.0
2023-04-01,31.0,149.48149524857007,0.0
2023-04-01,32.0,150.43203796206,0.0
2023-05-01,0.0,295.78785852612,572.2993298971727
2023-05-01,1.0,172.62763321128995,0.0
2023-05-01,2.0,172.66978794529004,0.0
2023-05-01,3.0,233.94538469173,500.2174724642115
2023-05-01,4.0,173.12949914641,0.0
2023-05-01,5.0,840.9013568000099,99.53185463077202
2023-05-01,6.0,170.08284729474,0.0
2023-05-01,7.0,175.60571460835,0.0
2023-05-01,9.0,225.35012084467007,50.758928822419705
2023-05-01,10.0,236.67510167076003,27.725025662476618
2023-05-01,11.0,175.4463712403,0.0
2023-05-01,12.0,175.45567118428,0.0
2023-05-01,13.0,175.00646110157,0.0
2023-05-01,14.0,175.59257235769,0.0
2023-05-01,15.0,175.52409182957,0.0
2023-05-01,16.0,236.28365748978007,168.71799266138487
2023-05-01,17.0,280.3741536840299,92.100509235814
2023-05-01,18.0,241.67403834760995,292.1637349331106
2023-05-01,19.0,175.76747829215003,0.0
2023-05-01,20.0,168.10737691137004,0.0
2023-05-01,21.0,175.16137759157002,0.0
2023-05-01,22.0,168.19165916183002,0.0
2023-05-01,23.0,228.80830370558,140.43853570664348
2023-05-01,24.0,175.26582442683,0.0
2023-05-01,25.0,175.61372528598002,0.0
2023-05-01,26.0,168.71157071777995,0.0
2023-05-01,27.0,240.10687407616996,42.966508546239
2023-05-01,28.0,420.52027130567996,139.1403232446483
2023-05-01,29.0,175.53277894144,0.0
2023-05-01,30.0,236.47077310953992,55.01857450012096
2023-05-01,31.0,229.15908803448,378.63797931713
2023-05-01,32.0,237.51334058984,71.81511324466481
2023-06-01,0.0,207.67928821040002,71.59776639273704
2023-06-01,1.0,147.11502906818998,0.0
2023-06-01,2.0,147.17887242022002,0.0
2023-06-01,3.0,212.23358640369997,18.847685327118853
2023-06-01,4.0,210.15099251632,22.806142093753916
2023-06-01,5.0,147.30199249513,0.0
2023-06-01,6.0,147.00606831288,0.0
2023-06-01,7.0,147.64705529269,0.0
2023-06-01,9.0,132.66518906974,0.0
2023-06-01,10.0,380.1755542093501,0.0
2023-06-01,11.0,147.31491507890996,0.0
2023-06-01,12.0,147.56706092958999,0.0
2023-06-01,13.0,274.7416714341601,73.97228603778572
2023-06-01,14.0,207.80860112473994,27.3177237821592
2023-06-01,15.0,147.35940502597,0.0
2023-06-01,16.0,147.45682995695,0.0
2023-06-01,17.0,273.0151849471999,58.12331390890426
2023-06-01,18.0,433.5500816964102,26.870220072625816
2023-06-01,19.0,147.47261111838,0.0
2023-06-01,20.0,146.05566257133998,0.0
2023-06-01,21.0,147.33775755701,0.0
2023-06-01,22.0,146.35770964168998,0.0
2023-06-01,23.0,212.2683129523401,24.42282388114758
2023-06-01,24.0,147.46522543309,0.0
2023-06-01,25.0,147.46738622101,0.0
2023-06-01,26.0,146.72344793328,0.0
2023-06-01,27.0,147.52041596908003,0.0
2023-06-01,28.0,145.95953086273997,0.0
2023-06-01,29.0,147.42496979328,0.0
2023-06-01,30.0,147.46866341425,0.0
2023-06-01,31.0,146.69545641161997,0.0
2023-06-01,32.0,146.09734533342,0.0
2023-07-01,0.0,122.95834292528002,0.0
2023-07-01,1.0,195.61287181448998,220.81827920174132
2023-07-01,2.0,123.31726273204998,0.0
2023-07-01,3.0,123.34787626914,0.0
2023-07-01,4.0,189.67812921102998,11.673679816647402
2023-07-01,5.0,150.4580965532,0.0
2023-07-01,6.0,219.90446682771002,21.491566635601036
2023-07-01,7.0,152.8986437465,0.0
2023-07-01,9.0,209.62773811421994,18.5192264309556
2023-07-01,10.0,150.65585053949002,0.0
2023-07-01,11.0,150.38976208,0.0
2023-07-01,12.0,150.44952844400999,0.0
2023-07-01,13.0,150.50331817708,0.0
2023-07-01,14.0,217.43845952518998,26.61856363796181
2023-07-01,15.0,150.40108673738,0.0
2023-07-01,16.0,150.43570391865,0.0
2023-07-01,17.0,150.33058595443,0.0
2023-07-01,18.0,150.13207239719,0.0
2023-07-01,19.0,218.6838973313,20.922994998657614
2023-07-01,20.0,147.21901901861997,0.0
2023-07-01,21.0,150.54447973599,0.0
2023-07-01,22.0,147.23537318181002,0.0
2023-07-01,23.0,151.24076373022,0.0
2023-07-01,24.0,150.57900166144,0.0
2023-07-01,25.0,150.57633297030998,0.0
2023-07-01,26.0,147.36907937544999,0.0
2023-07-01,27.0,150.52015289356,0.0
2023-07-01,28.0,393.41401141011994,0.0
2023-07-01,29.0,219.97052509138004,39.921845432791145
2023-07-01,30.0,286.65221286022,62.642512015339
2023-07-01,31.0,147.46765652543,0.0
2023-07-01,32.0,19.514345506549997,0.0
2023-08-01,0.0,211.89774184177,116.09178419363789
2023-08-01,1.0,147.90539869155995,0.0
2023-08-01,2.0,148.01917125973,0.0
2023-08-01,3.0,147.76462758608997,0.0
2023-08-01,4.0,147.61151729576997,0.0
2023-08-01,5.0,211.76304439227005,9.857455682498498
2023-08-01,6.0,148.39496736527,0.0
2023-08-01,7.0,218.14652798081994,20.57249047852867
2023-08-01,9.0,142.90408193196993,0.0
2023-08-01,10.0,147.94848034744,0.0
2023-08-01,11.0,147.81154213760001,0.0
2023-08-01,12.0,148.05790112959,0.0
2023-08-01,13.0,216.38764698971,18.934573420612345
2023-08-01,14.0,148.00452595605,0.0
2023-08-01,15.0,287.5361238404199,64.18170932132611
2023-08-01,16.0,148.02763928205002,0.0
2023-08-01,17.0,216.9169761802999,47.913303558669156
2023-08-01,18.0,148.04469241796002,0.0
2023-08-01,19.0,147.96553575871002,0.0
2023-08-01,20.0,145.75104672239996,0.0
2023-08-01,21.0,147.93103138934003,0.0
2023-08-01,22.0,145.00999207905002,0.0
2023-08-01,23.0,212.20919779527995,132.18770040313467
2023-08-01,24.0,147.97914188929,0.0
2023-08-01,25.0,147.70049862206,0.0
2023-08-01,26.0,144.83177896880997,0.0
2023-08-01,27.0,147.83826186809995,0.0
2023-08-01,28.0,147.22700865291003,0.0
2023-08-01,29.0,147.86660002711002,0.0
2023-08-01,30.0,147.93538472660003,0.0
2023-08-01,31.0,214.2945236377399,170.9661194761816
2023-08-01,32.0,93.38306982319999,0.0
2023-09-01,0.0,114.31077712648,0.0
2023-09-01,1.0,114.39298556278001,0.0
2023-09-01,2.0,114.62328540627996,0.0
2023-09-01,3.0,114.29782697817001,0.0
2023-09-01,4.0,113.93658758887997,0.0
2023-09-01,5.0,179.91412398805,13.310851567153238
2023-09-01,6.0,116.29132044251,0.0
2023-09-01,7.0,102.11560941820998,0.0
2023-09-01,9.0,167.46314191785,45.86951812319837
2023-09-01,10.0,115.57990375396001,0.0
2023-09-01,11.0,115.15521838131004,0.0
2023-09-01,12.0,115.57720893445004,0.0
2023-09-01,13.0,115.41530393230002,0.0
2023-09-01,14.0,115.43948540060003,0.0
2023-09-01,15.0,115.50732808767002,0.0
2023-09-01,16.0,115.35423567962002,0.0
2023-09-01,17.0,179.26099494423,41.351978145662606
2023-09-01,18.0,115.25825686188001,0.0
2023-09-01,19.0,115.12355580389998,0.0
2023-09-01,20.0,112.32777098665998,0.0
2023-09-01,21.0,179.79392560753007,40.550104017460995
2023-09-01,22.0,135.28636937753,0.0
2023-09-01,23.0,116.17155286410001,0.0
2023-09-01,24.0,115.51207036717999,0.0
2023-09-01,25.0,180.17318064645005,34.89136814477332
2023-09-01,26.0,112.32377901702998,0.0
2023-09-01,27.0,115.53443675182999,0.0
2023-09-01,28.0,114.78240922762001,0.0
2023-09-01,29.0,115.28895786671,0.0
2023-09-01,30.0,115.38781517637999,0.0
2023-09-01,31.0,178.13523283466,32.264058551633305
2023-09-01,32.0,55.08052579781001,0.0
2023-10-01,0.0,111.25517300991999,0.0
2023-10-01,1.0,111.50435059845998,0.0
2023-10-01,2.0,111.71750368103001,0.0
2023-10-01,3.0,111.31988611540999,0.0
2023-10-01,4.0,111.45013245435001,0.0
2023-10-01,5.0,117.22366572931999,0.0
2023-10-01,6.0,119.05425610496998,0.0
2023-10-01,7.0,-66.33207902851998,0.0
2023-10-01,9.0,169.30725323536004,17.272856490215492
2023-10-01,10.0,117.04463110618002,0.0
2023-10-01,11.0,116.91684306584999,0.0
2023-10-01,12.0,117.08044685246001,0.0
2023-10-01,13.0,176.91880154961999,5.0985967416344655
2023-10-01,14.0,117.08046302477003,0.0
2023-10-01,15.0,180.06229805002997,15.466842241917083
2023-10-01,16.0,116.87686716017001,0.0
2023-10-01,17.0,116.86133195015003,0.0
2023-10-01,18.0,313.94593180270994,45.71459362460878
2023-10-01,19.0,322.73068606924,35.540114814039526
2023-10-01,20.0,182.2940554815,64.63455421857704
2023-10-01,21.0,116.98659563396001,0.0
2023-10-01,22.0,115.22824248944998,0.0
2023-10-01,23.0,118.33876987603,0.0
2023-10-01,24.0,116.65361317223999,0.0
2023-10-01,25.0,116.90428326704001,0.0
2023-10-01,26.0,115.17355445678999,0.0
2023-10-01,27.0,116.96975591536,0.0
2023-10-01,28.0,115.02886468613,0.0
2023-10-01,29.0,117.19003622063998,0.0
2023-10-01,30.0,182.99604246871004,32.96821270635739
2023-10-01,31.0,115.35181811225999,0.0
2023-10-01,32.0,22.597115158420007,0.0
2023-11-01,0.0,232.4958563666,21.046393474937474
2023-11-01,1.0,147.94065592439,0.0
2023-11-01,2.0,147.53264057589,0.0
2023-11-01,3.0,147.8789958365,0.0
2023-11-01,4.0,148.01802797482,0.0
2023-11-01,5.0,147.82379466436998,0.0
2023-11-01,6.0,149.36569245565997,0.0
2023-11-01,7.0,149.14669558588002,0.0
2023-11-01,9.0,219.76367930795993,73.9039106362976
2023-11-01,10.0,148.12793903574,0.0
2023-11-01,11.0,147.94992673363004,0.0
2023-11-01,12.0,147.91825772513002,0.0
2023-11-01,13.0,147.81703441829998,0.0
2023-11-01,14.0,147.87958926776,0.0
2023-11-01,15.0,148.01988221032002,0.0
2023-11-01,16.0,442.3128866559299,0.0
2023-11-01,17.0,147.73363149355998,0.0
2023-11-01,18.0,147.81862765247,0.0
2023-11-01,19.0,147.98463196368002,0.0
2023-11-01,20.0,148.53181558788,0.0
2023-11-01,21.0,147.76908303048998,0.0
2023-11-01,22.0,148.66321986401996,0.0
2023-11-01,23.0,149.19891620162002,0.0
2023-11-01,24.0,147.72590658103,0.0
2023-11-01,25.0,147.93484384126998,0.0
2023-11-01,26.0,148.64476273335,0.0
2023-11-01,27.0,233.32729919436994,33.54731803619878
2023-11-01,28.0,145.73576963882002,0.0
2023-11-01,29.0,234.93560611292,49.240053063897285
2023-11-01,30.0,438.38544218786996,0.0
2023-11-01,31.0,148.82056884672002,0.0
2023-11-01,32.0,-112.3735487426,0.0
2023-12-01,0.0,157.33376145482998,0.0
2023-12-01,1.0,156.67961226930998,0.0
2023-12-01,2.0,157.12522890363002,0.0
2023-12-01,3.0,156.80288359558998,0.0
2023-12-01,4.0,156.94757853505,0.0
2023-12-01,5.0,156.60514960244,0.0
2023-12-01,6.0,158.37588278451003,0.0
2023-12-01,7.0,74.17919323189,0.0
2023-12-01,9.0,128.30791653909003,0.0
2023-12-01,10.0,346.56173582478004,100.81547041199964
2023-12-01,11.0,156.65871907270997,0.0
2023-12-01,12.0,248.1182218175,45.62783988483001
2023-12-01,13.0,156.52902337628,0.0
2023-12-01,14.0,251.46751685563007,25.24866147128793
2023-12-01,15.0,156.25466183467,0.0
2023-12-01,16.0,156.61256535074997,0.0
2023-12-01,17.0,156.68994237652004,0.0
2023-12-01,18.0,156.61022935192005,0.0
2023-12-01,19.0,156.66120421168003,0.0
2023-12-01,20.0,157.20695809122995,0.0
2023-12-01,21.0,489.8465071238099,0.0
2023-12-01,22.0,157.08772083943,0.0
2023-12-01,23.0,153.76907508232998,0.0
2023-12-01,24.0,156.78901791478,0.0
2023-12-01,25.0,252.78479034555,26.475185918425144
2023-12-01,26.0,156.71273092540002,0.0
2023-12-01,27.0,250.37973953633994,8.900034806417288
2023-12-01,28.0,154.48645571712,0.0
2023-12-01,29.0,156.37351274079998,0.0
2023-12-01,30.0,156.08143632750003,0.0
2023-12-01,31.0,157.05555766017,0.0
2023-12-01,32.0,74.60130575127,0.0
2024-01-01,0.0,163.80855786728003,0.0
2024-01-01,1.0,163.84265616545002,0.0
2024-01-01,2.0,164.27534433808,0.0
2024-01-01,3.0,164.02837759112,0.0
2024-01-01,4.0,163.76731349812002,0.0
2024-01-01,5.0,163.4110944029,0.0
2024-01-01,6.0,164.75023500729003,0.0
2024-01-01,7.0,236.07910738541003,214.76150508559456
2024-01-01,9.0,147.41001816638,0.0
2024-01-01,10.0,260.07051749132,30.54066455048243
2024-01-01,11.0,163.50910940646003,0.0
2024-01-01,12.0,163.48091904777002,0.0
2024-01-01,13.0,162.98797901174004,0.0
2024-01-01,14.0,162.75579959056,0.0
2024-01-01,15.0,163.30797750211,0.0
2024-01-01,16.0,256.98363291282,20.3065779365173
2024-01-01,17.0,258.13660234368,25.274289049887916
2024-01-01,18.0,163.32572122903,0.0
2024-01-01,19.0,257.84426631709005,808.4349666706565
2024-01-01,20.0,163.78071403223996,0.0
2024-01-01,21.0,163.46752248248998,0.0
2024-01-01,22.0,163.58455905558003,0.0
2024-01-01,23.0,161.02167949001998,0.0
2024-01-01,24.0,268.3494195167301,19.93754222556792
